3.81	1.56	1.54	14.16	14.15
3.85	1.48	1.54	14.16	14.19
3.87	1.57	1.55	14.16	14.23
3.89	1.48	1.55	14.17	14.31
3.81	1.48	1.55	14.17	14.35
3.85	1.42	1.56	14.17	14.39
3.73	1.53	1.56	14.17	14.43
3.80	1.46	1.56	14.17	14.51
3.87	1.47	1.57	14.17	14.55
3.89	1.42	1.57	14.17	14.59
3.76	1.53	1.57	14.17	14.63
3.81	1.45	1.58	14.17	14.71
3.88	1.47	1.58	14.17	14.75
3.89	1.56	1.58	14.17	14.79
3.76	1.48	1.59	14.17	14.83
3.81	1.57	1.59	14.17	14.86
3.85	1.57	1.59	14.16	14.95
3.80	1.48	1.60	14.16	14.99
3.84	1.42	1.60	14.16	15.03
3.87	1.53	1.60	14.16	15.07
3.89	1.46	1.61	14.16	15.14
3.81	1.47	1.61	14.16	15.19
3.85	1.56	1.61	14.15	15.22
3.88	1.48	1.62	14.15	15.27
3.75	1.57	1.62	14.15	15.35
3.85	1.42	1.62	14.15	15.38
3.87	1.53	1.63	14.14	15.42
3.75	1.46	1.63	14.14	15.47
3.81	1.55	1.63	14.14	15.50
3.87	1.56	1.64	14.13	15.58
3.89	1.48	1.64	14.13	15.63
3.76	1.42	1.64	14.13	15.66
3.81	1.53	1.65	14.12	15.70
3.85	1.55	1.65	14.12	15.78
3.89	1.47	1.65	14.12	15.82
3.90	1.56	1.66	14.11	15.86
3.77	1.48	1.66	14.11	15.91
3.82	1.42	1.66	14.10	15.98
3.73	1.46	1.67	14.10	16.02
3.80	1.55	1.67	14.09	16.07
3.84	1.47	1.67	14.09	16.10
3.87	1.56	1.68	14.08	16.18
3.80	1.57	1.68	14.08	16.22
3.85	1.48	1.68	14.07	16.26
3.87	1.57	1.69	14.07	16.30
3.89	1.48	1.69	14.06	16.34
3.76	1.53	1.69	14.05	16.42
3.85	1.46	1.70	14.05	16.46
3.88	1.55	1.70	14.04	16.50
3.89	1.47	1.70	14.04	16.54
3.76	1.56	1.71	14.03	16.62
3.85	1.42	1.71	14.02	16.66
3.73	1.53	1.71	14.02	16.70
3.80	1.46	1.72	14.01	16.74
3.84	1.55	1.72	14.00	16.82
3.89	1.56	1.72	13.99	16.85
3.76	1.48	1.73	13.99	16.90
3.81	1.57	1.73	13.98	16.93
3.85	1.48	1.73	13.97	16.97
3.75	1.48	1.74	13.96	17.05
3.81	1.42	1.74	13.95	17.09
3.85	1.53	1.74	13.95	17.13
3.87	1.46	1.74	13.94	17.17
3.75	1.47	1.75	13.92	17.25
3.85	1.42	1.75	13.92	17.29
3.87	1.53	1.76	13.91	17.33
3.89	1.60	1.76	13.90	17.37
3.90	1.50	1.76	13.89	17.45
3.82	1.54	1.77	13.88	17.49
3.86	1.46	1.77	13.87	17.52
3.88	1.56	1.77	13.86	17.56
3.75	1.47	1.77	13.86	17.60
3.85	1.48	1.78	13.84	17.68
3.73	1.42	1.78	13.83	17.72
3.80	1.53	1.79	13.82	17.76
3.84	1.46	1.79	13.81	17.80
3.87	1.47	1.79	13.80	17.88
3.90	1.56	1.80	13.79	17.91
3.76	1.48	1.80	13.78	17.96
3.82	1.57	1.80	13.77	17.99
3.85	1.48	1.81	13.75	18.07
3.75	1.53	1.81	13.74	18.11
3.81	1.46	1.81	13.73	18.15
3.85	1.55	1.81	13.72	18.19
3.73	1.47	1.82	13.71	18.26
3.84	1.48	1.82	13.69	18.31
3.87	1.57	1.83	13.68	18.34
3.89	1.48	1.83	13.67	18.38
3.76	1.57	1.83	13.66	18.42
3.85	1.42	1.84	13.64	18.49
3.88	1.53	1.84	13.63	18.54
3.89	1.46	1.84	13.62	18.57
3.76	1.55	1.84	13.61	18.61
3.81	1.47	1.85	13.59	18.69
3.73	1.48	1.85	13.58	18.73
3.80	1.57	1.86	13.56	18.77
3.84	1.48	1.86	13.55	18.80
3.87	1.42	1.86	13.53	18.88
3.76	1.46	1.87	13.52	18.92
3.81	1.55	1.87	13.51	18.96
3.85	1.47	1.87	13.50	18.99
3.88	1.56	1.87	13.48	19.03
3.81	1.57	1.88	13.46	19.11
3.85	1.48	1.88	13.45	19.15
3.87	1.57	1.88	13.43	19.18
3.75	1.48	1.89	13.42	19.23
3.81	1.53	1.89	13.40	19.30
3.87	1.46	1.90	13.38	19.34
3.89	1.55	1.90	13.37	19.37
3.76	1.47	1.90	13.36	19.41
3.81	1.56	1.90	13.33	19.49
3.88	1.42	1.91	13.32	19.53
3.75	1.53	1.91	13.30	19.57
3.81	1.46	1.91	13.29	19.60
3.85	1.55	1.92	13.28	19.68
3.75	1.56	1.92	13.25	19.72
3.81	1.48	1.92	13.24	19.75
3.85	1.57	1.93	13.22	19.79
3.87	1.48	1.93	13.21	19.83
3.76	1.48	1.94	13.18	19.90
3.81	1.42	1.94	13.17	19.94
3.85	1.53	1.94	13.15	19.98
3.88	1.46	1.94	13.14	20.01
3.75	1.55	1.95	13.11	20.09
3.85	1.56	1.95	13.09	20.12
3.87	1.48	1.95	13.08	20.16
3.75	1.57	1.96	13.06	20.20
3.81	1.48	1.96	13.03	20.27
3.87	1.53	1.96	13.02	20.31
3.75	1.46	1.97	13.00	20.35
3.81	1.55	1.97	12.99	20.39
3.85	1.47	1.97	12.97	20.42
3.75	1.48	1.98	12.94	20.49
3.81	1.57	1.98	12.92	20.53
3.85	1.48	1.98	12.91	20.57
3.87	1.57	1.99	12.89	20.60
3.89	1.42	1.99	12.86	20.68
3.81	1.53	1.99	12.84	20.71
3.85	1.46	2.00	12.83	20.75
3.88	1.55	2.00	12.81	20.78
3.75	1.47	2.00	12.78	20.86
3.85	1.48	2.01	12.76	20.89
3.87	1.42	2.01	12.74	20.93
3.75	1.53	2.01	12.72	20.97
3.81	1.46	2.02	12.71	21.04
3.87	1.47	2.02	12.67	21.07
3.89	1.56	2.02	12.66	21.11
3.76	1.48	2.03	12.64	21.15
3.81	1.57	2.03	12.62	21.18
3.85	1.57	2.03	12.58	21.25
3.75	1.48	2.04	12.57	21.29
3.81	1.42	2.04	12.55	21.33
3.85	1.53	2.04	12.53	21.36
3.87	1.46	2.05	12.49	21.43
3.81	1.47	2.05	12.48	21.47
3.85	1.56	2.05	12.46	21.50
3.87	1.48	2.06	12.44	21.54
3.75	1.42	2.06	12.42	21.61
3.85	1.46	2.06	12.38	21.64
3.87	1.55	2.07	12.36	21.68
3.75	1.62	2.07	12.34	21.71
3.81	1.51	2.07	12.32	21.75
3.87	1.55	2.08	12.29	21.82
3.89	1.47	2.08	12.27	21.85
3.76	1.56	2.08	12.25	21.89
3.81	1.48	2.09	12.23	21.93
3.85	1.48	2.09	12.19	21.99
3.75	1.42	2.09	12.17	22.03
3.81	1.53	2.10	12.15	22.06
3.85	1.46	2.10	12.13	22.10
3.87	1.55	2.10	12.09	22.17
3.81	1.56	2.11	12.07	22.20
3.85	1.48	2.11	12.04	22.24
3.87	1.57	2.11	12.03	22.27
3.89	1.48	2.11	12.00	22.34
3.81	1.48	2.12	11.96	22.37
3.85	1.42	2.12	11.94	22.40
3.73	1.53	2.13	11.92	22.44
3.80	1.46	2.13	11.90	22.47
3.84	1.47	2.13	11.86	22.54
3.89	1.56	2.14	11.83	22.58
3.76	1.48	2.14	11.81	22.61
3.81	1.57	2.14	11.79	22.64
3.85	1.48	2.15	11.75	22.71
